,Decoy,Item,Option_1,Option_2,Option_3,Choice,CatchTrials,Deliberation_RT,Choice_RT,Too_Slow,Survey_ID,CouplingCondition,PhantomCondition
18844,C,Water heater,B,C_A,A,A,,10000,288.199999988,0,36723,High coupling,Undesirable
18845,A,Smart bulb,A_B,A,B,A,,10000,405.099999994,0,36723,High coupling,Undesirable
18846,S,Baby high chair,S_A,A,B,S_A,,10000,502.099999994,0,36723,High coupling,Undesirable
18847,P,Wifi extender,P_A,A,B,A,,10000,610.800000012,0,36723,High coupling,Undesirable
18848,F,Kitchen Scale,A,B,C,B,,10000,618.199999988,0,36723,High coupling,Undesirable
18849,C,Smart lock,B,A,C_A,A,,10000,569.900000006,0,36723,High coupling,Undesirable
18850,A,Smart bulb,A,A_A,B,A,,10000,476.900000006,0,36723,High coupling,Undesirable
18851,C,Smart lock,B,C_B,A,B,,10000,1203,0,36723,High coupling,Undesirable
18852,P,Air purifier,B,A,P_A,A,,10000,962.599999994,0,36723,High coupling,Undesirable
18853,S,Odor neutralizer,S_B,A,B,B,,10000,960,0,36723,High coupling,Undesirable
18854,F,Cordless home phone,C,A,B,A,,10000,1114.80000001,0,36723,High coupling,Undesirable
18855,F,Automatic pet feeder,C,B,A,C,,10000,454.400000006,0,36723,High coupling,Undesirable
18856,P,Dehumidifier,B,A,P_A,A,,10000,2924.30000001,0,36723,High coupling,Undesirable
18857,C,White noise machine,B,C_B,A,C_B,,10000,1909.90000001,0,36723,High coupling,Undesirable
18858,A,Tire inflator,A,A_A,B,A_A,,10000,1541.19999999,0,36723,High coupling,Undesirable
18859,S,Baby high chair,S_B,A,B,A,,10000,635.400000006,0,36723,High coupling,Undesirable
18860,C,Mobility scooter,C_A,A,B,B,,10000,997.199999988,0,36723,High coupling,Undesirable
18861,A,Clothes Steamer,A,B,A_A,B,,10000,798,0,36723,High coupling,Undesirable
18862,S,Night light,B,A,S_A,S_A,,10000,484.100000024,0,36723,High coupling,Undesirable
18863,F,Baby rocker,B,C,A,A,,10000,530,0,36723,High coupling,Undesirable
18864,P,Solar panel system,A,P_B,B,B,,10000,883.400000006,0,36723,High coupling,Undesirable
18865,S,Security camera,B,A,S_B,S_B,,10000,212.5,0,36723,High coupling,Undesirable
18866,F,Garbage disposal,A,B,C,C,,10000,956.199999988,0,36723,High coupling,Undesirable
18867,A,Car seat,A_A,B,A,A,,10000,468.5,0,36723,High coupling,Undesirable
18868,P,Countertop blender,B,P_B,A,A,,10000,533.099999994,0,36723,High coupling,Undesirable
18869,C,Baby crib,B,C_A,A,A,,10000,1079.60000002,0,36723,High coupling,Undesirable
18870,F,Microwave,B,C,A,A,,10000,425.699999988,0,36723,High coupling,Undesirable
18871,A,Leaf Blower,B,A,A_A,A,,10000,383.699999988,0,36723,High coupling,Undesirable
18872,C,Insect repellent,C_A,A,B,B,,10000,1918.69999999,0,36723,High coupling,Undesirable
18873,S,Pressure washer,B,S_A,A,A,,10000,904.700000018,0,36723,High coupling,Undesirable
18874,P,Paint sprayer,P_B,B,A,A,,10000,939,0,36723,High coupling,Undesirable
18875,S,Air mattress,S_A,B,A,B,,10000,690.900000006,0,36723,High coupling,Undesirable
18876,F,Stun gun,C,B,A,B,,10000,6109.90000001,1,36723,High coupling,Undesirable
18877,C,Lawn mower,B,A,C_B,A,,10000,467.099999994,0,36723,High coupling,Undesirable
18878,A,Slow cooker,A,A_B,B,A_B,,10000,835.400000006,0,36723,High coupling,Undesirable
18879,P,Wifi extender,A,P_B,B,B,,10000,7120.30000001,1,36723,High coupling,Undesirable
18880,S,Air Fryer Oven,A,S_B,B,B,,10000,2672.60000002,0,36723,High coupling,Undesirable
18881,A,Walker with seat,B,A_B,A,A,,10000,3864.59999999,0,36723,High coupling,Undesirable
18882,C,Puree machine,C_B,A,B,B,,10000,3838.19999999,0,36723,High coupling,Undesirable
18883,P,Baby stroller,A,P_B,B,B,,10000,3521.5,0,36723,High coupling,Undesirable
18884,F,Inflatable baby pool,C,A,B,B,,10000,1295.5,0,36723,High coupling,Undesirable
18885,C,Water heater,A,B,C_B,C_B,,10000,608,0,36723,High coupling,Undesirable
18886,P,Organic fertilizer,A,P_B,B,B,,10000,6008.89999998,1,36723,High coupling,Undesirable
18887,A,Cloth diapers,B,A,A_A,A_A,,10000,620.300000012,0,36723,High coupling,Undesirable
18888,S,Headlight bulbs,S_A,A,B,B,,10000,779.600000024,0,36723,High coupling,Undesirable
18889,F,Outdoor TV antenna,A,C,B,B,,10000,4237.40000001,0,36723,High coupling,Undesirable
18890,S,Vacuum,A,B,S_B,S_B,,10000,810.400000006,0,36723,High coupling,Undesirable
18891,P,Outdoor solar lights,P_A,A,B,B,,10000,3652.70000002,0,36723,High coupling,Undesirable
18892,F,Electric kettle,C,B,A,A,,10000,718.900000006,0,36723,High coupling,Undesirable
18893,C,Car vacuum,B,A,C_B,C_B,,10000,649.5,0,36723,High coupling,Undesirable
18894,A,Rash cream,B,A_B,A,A,,10000,1205.09999999,0,36723,High coupling,Undesirable
18895,C,Pesticide,C_B,A,B,B,,10000,3736.80000001,0,36723,High coupling,Undesirable
18896,A,UV lamp,A_A,A,B,B,,10000,324.700000018,0,36723,High coupling,Undesirable
18897,F,Hearing aid,B,C,A,A,,10000,216.599999994,0,36723,High coupling,Undesirable
18898,S,Metal detector,S_A,A,B,B,,10000,694,0,36723,High coupling,Undesirable
18899,P,Electric mop,P_A,B,A,A,,10000,6537.19999999,1,36723,High coupling,Undesirable
18900,A,Cloth diapers,A_B,A,B,B,,10000,994.300000012,0,26982,High coupling,Weakly_desirable
18901,C,White noise machine,B,C_A,A,B,,10000,450.5,0,26982,High coupling,Weakly_desirable
18902,P,Air purifier,A,P_A,B,B,,10000,288.5,0,26982,High coupling,Weakly_desirable
18903,S,Metal detector,B,S_B,A,A,,10000,576.800000012,0,26982,High coupling,Weakly_desirable
18904,F,Automatic pet feeder,A,B,C,B,,10000,885.799999982,0,26982,High coupling,Weakly_desirable
18905,C,Water heater,C_A,A,B,A,,10000,507,0,26982,High coupling,Weakly_desirable
18906,P,Wifi extender,P_A,A,B,A,,10000,1895.90000001,0,26982,High coupling,Weakly_desirable
18907,S,Security camera,B,A,S_A,B,,10000,565.5,0,26982,High coupling,Weakly_desirable
18908,F,Hearing aid,B,C,A,C,,10000,533.5,0,26982,High coupling,Weakly_desirable
18909,A,Rash cream,A,A_B,B,A_B,,10000,1424.60000002,0,26982,High coupling,Weakly_desirable
18910,C,Baby crib,C_B,A,B,C_B,,10000,299.5,0,26982,High coupling,Weakly_desirable
18911,A,Slow cooker,A_B,B,A,A_B,,10000,472.400000006,0,26982,High coupling,Weakly_desirable
18912,P,Countertop blender,A,B,P_A,B,,10000,1299.90000001,0,26982,High coupling,Weakly_desirable
18913,S,Pressure washer,S_B,A,B,B,,10000,572.599999994,0,26982,High coupling,Weakly_desirable
18914,F,Alarm clock,C,A,B,C,,10000,1856.79999998,0,26982,High coupling,Weakly_desirable
18915,F,Kitchen Scale,C,A,B,A,,10000,447.5,0,26982,High coupling,Weakly_desirable
18916,A,Walker with seat,B,A_B,A,B,,10000,936.400000006,0,26982,High coupling,Weakly_desirable
18917,S,Night light,S_B,B,A,B,,10000,3011.59999999,0,26982,High coupling,Weakly_desirable
18918,P,Outdoor solar lights,A,P_B,B,B,,10000,692.300000012,0,26982,High coupling,Weakly_desirable
18919,C,Insect repellent,C_B,A,B,B,,10000,360.800000012,0,26982,High coupling,Weakly_desirable
18920,C,Mobility scooter,C_B,A,B,C_B,,10000,3363.09999999,0,26982,High coupling,Weakly_desirable
18921,A,UV lamp,A_A,B,A,B,,10000,357.699999988,0,26982,High coupling,Weakly_desirable
18922,F,Inflatable baby pool,A,C,B,C,,10000,350.299999982,0,26982,High coupling,Weakly_desirable
18923,S,Odor neutralizer,S_A,A,B,S_A,,10000,925.099999994,0,26982,High coupling,Weakly_desirable
18924,P,Electric mop,A,B,P_B,A,,10000,539.700000018,0,26982,High coupling,Weakly_desirable
18925,P,Solar panel system,A,B,P_B,B,,10000,909.400000006,0,26982,High coupling,Weakly_desirable
18926,F,Protein powder,B,C,A,B,,10000,1384.30000001,0,26982,High coupling,Weakly_desirable
18927,S,Headlight bulbs,A,B,S_B,S_B,,10000,394.100000024,0,26982,High coupling,Weakly_desirable
18928,C,Puree machine,A,C_B,B,A,,10000,11.6000000238,0,26982,High coupling,Weakly_desirable
18929,A,Leaf Blower,A,B,A_A,B,,10000,563.799999982,0,26982,High coupling,Weakly_desirable
18930,F,Fire extinguisher,C,A,B,C,,10000,963.900000006,0,26982,High coupling,Weakly_desirable
18931,S,Air Fryer Oven,A,B,S_B,S_B,,10000,498.699999988,0,26982,High coupling,Weakly_desirable
18932,C,Pesticide,A,B,C_B,C_B,,10000,388,0,26982,High coupling,Weakly_desirable
18933,P,Baby stroller,A,P_A,B,B,,10000,1141,0,26982,High coupling,Weakly_desirable
18934,A,Clothes Steamer,B,A_A,A,A_A,,10000,291.5,0,26982,High coupling,Weakly_desirable
18935,P,Dehumidifier,B,P_A,A,A,,10000,3346.90000001,0,26982,High coupling,Weakly_desirable
18936,A,Tire inflator,A_A,B,A,A_A,,10000,385,0,26982,High coupling,Weakly_desirable
18937,C,Smart lock,B,C_B,A,B,,10000,1010,0,26982,High coupling,Weakly_desirable
18938,S,Baby high chair,S_B,A,B,S_B,,10000,1214.40000001,0,26982,High coupling,Weakly_desirable
18939,F,Stun gun,A,B,C,B,,10000,415.700000018,0,26982,High coupling,Weakly_desirable
18940,A,Smart bulb,A,B,A_B,A,,10000,546.799999982,0,26982,High coupling,Weakly_desirable
18941,P,Paint sprayer,B,P_A,A,B,,10000,358.599999994,0,26982,High coupling,Weakly_desirable
18942,C,Car vacuum,B,C_A,A,A,,10000,392.699999988,0,26982,High coupling,Weakly_desirable
18943,F,Microwave,B,C,A,C,,10000,352.700000018,0,26982,High coupling,Weakly_desirable
18944,S,Vacuum,B,S_A,A,B,,10000,177.199999988,0,26982,High coupling,Weakly_desirable
18945,F,Baby rocker,B,C,A,C,,10000,483.100000024,0,26982,High coupling,Weakly_desirable
18946,P,Organic fertilizer,A,P_A,B,B,,10000,770.699999988,0,26982,High coupling,Weakly_desirable
18947,A,Car seat,B,A,A_A,A,,10000,390.699999988,0,26982,High coupling,Weakly_desirable
18948,S,Air mattress,A,B,S_A,A,,10000,6548.59999999,1,26982,High coupling,Weakly_desirable
18949,C,Lawn mower,C_A,B,A,C_A,,10000,358.600000024,0,26982,High coupling,Weakly_desirable
18950,F,Kitchen Scale,C,B,A,C,,10000,535.300000012,0,26982,High coupling,Weakly_desirable
18951,P,Air purifier,B,P_B,A,B,,10000,403.5,0,26982,High coupling,Weakly_desirable
18952,C,Baby crib,B,A,C_A,A,,10000,520.5,0,26982,High coupling,Weakly_desirable
18953,S,Air Fryer Oven,S_A,B,A,S_A,,10000,483.300000012,0,26982,High coupling,Weakly_desirable
18954,A,Tire inflator,A_B,B,A,A,,10000,552.100000024,0,26982,High coupling,Weakly_desirable
18955,S,Vacuum,S_B,B,A,S_B,,10000,643.599999994,0,26982,High coupling,Weakly_desirable
18956,A,UV lamp,A_B,B,A,B,,10000,1401.79999998,0,26982,High coupling,Weakly_desirable
18957,F,Inflatable baby pool,B,A,C,C,,10000,416.099999994,0,26982,High coupling,Weakly_desirable
18958,C,Smart lock,B,C_A,A,B,,10000,715.899999976,0,26982,High coupling,Weakly_desirable
18959,P,Dehumidifier,A,B,P_B,B,,10000,427.099999994,0,26982,High coupling,Weakly_desirable
18960,F,Fire extinguisher,C,B,A,C,,10000,1298.59999999,0,26982,High coupling,Weakly_desirable
18961,A,Clothes Steamer,A_B,B,A,B,,10000,31.1999999881,0,26982,High coupling,Weakly_desirable
18962,P,Baby stroller,P_B,B,A,B,,10000,31.7999999821,0,26982,High coupling,Weakly_desirable
18963,S,Night light,A,S_A,B,S_A,,10000,35.5,0,26982,High coupling,Weakly_desirable
18964,C,Pesticide,B,A,C_A,B,,10000,516.599999994,0,26982,High coupling,Weakly_desirable
18965,F,Microwave,C,B,A,C,,10000,694.700000018,0,26982,High coupling,Weakly_desirable
18966,A,Slow cooker,A_A,B,A,A,,10000,2315.19999999,0,26982,High coupling,Weakly_desirable
18967,C,Puree machine,A,C_A,B,C_A,,10000,315.399999976,0,26982,High coupling,Weakly_desirable
18968,P,Electric mop,B,A,P_A,A,,10000,353.199999988,0,26982,High coupling,Weakly_desirable
18969,S,Pressure washer,B,A,S_A,A,,10000,3243.19999999,0,26982,High coupling,Weakly_desirable
18970,A,Cloth diapers,A_A,B,A,B,,10000,252.199999988,0,26982,High coupling,Weakly_desirable
18971,P,Wifi extender,P_B,A,B,B,,10000,514.699999988,0,26982,High coupling,Weakly_desirable
18972,F,Thermometer gun,B,A,C,C,,10000,325.300000012,0,26982,High coupling,Weakly_desirable
18973,C,White noise machine,A,C_B,B,C_B,,10000,287.5,0,26982,High coupling,Weakly_desirable
18974,S,Security camera,S_B,A,B,B,,10000,277.5,0,26982,High coupling,Weakly_desirable
18975,S,Air mattress,B,S_B,A,S_B,,10000,377.100000024,0,26982,High coupling,Weakly_desirable
18976,C,Insect repellent,B,C_A,A,A,,10000,321.300000012,0,26982,High coupling,Weakly_desirable
18977,A,Car seat,A_B,A,B,B,,10000,508.299999982,0,26982,High coupling,Weakly_desirable
18978,P,Solar panel system,B,P_A,A,A,,10000,444.5,0,26982,High coupling,Weakly_desirable
18979,F,Protein powder,C,A,B,A,,10000,360.700000018,0,26982,High coupling,Weakly_desirable
18980,C,Water heater,B,A,C_B,C_B,,10000,488,0,26982,High coupling,Weakly_desirable
18981,P,Organic fertilizer,A,B,P_B,B,,10000,437,0,26982,High coupling,Weakly_desirable
18982,A,Smart bulb,B,A_A,A,A,,10000,509.5,0,26982,High coupling,Weakly_desirable
18983,S,Baby high chair,A,B,S_A,B,,10000,3316.90000001,0,26982,High coupling,Weakly_desirable
18984,F,Cordless home phone,C,B,A,C,,10000,3227.40000001,0,26982,High coupling,Weakly_desirable
18985,S,Metal detector,S_A,B,A,S_A,,10000,346.200000018,0,26982,High coupling,Weakly_desirable
18986,C,Car vacuum,B,A,C_B,C_B,,10000,321.899999976,0,26982,High coupling,Weakly_desirable
18987,P,Countertop blender,A,P_B,B,B,,10000,445.199999988,0,26982,High coupling,Weakly_desirable
18988,F,Stun gun,C,A,B,C,,10000,425.300000012,0,26982,High coupling,Weakly_desirable
18989,A,Rash cream,A_A,A,B,B,,10000,201.899999976,0,26982,High coupling,Weakly_desirable
18990,S,Headlight bulbs,B,S_A,A,B,,10000,338.699999988,0,26982,High coupling,Weakly_desirable
18991,F,Baby rocker,A,B,C,B,,10000,1219,0,26982,High coupling,Weakly_desirable
18992,C,Lawn mower,C_B,B,A,A,,10000,595.299999982,0,26982,High coupling,Weakly_desirable
18993,A,Walker with seat,A,B,A_A,B,,10000,503,0,26982,High coupling,Weakly_desirable
18994,P,Paint sprayer,P_B,A,B,B,,10000,1310.69999999,0,26982,High coupling,Weakly_desirable
18995,F,Alarm clock,A,C,B,C,,10000,60,0,26982,High coupling,Weakly_desirable
18996,A,Leaf Blower,A_B,B,A,A,,10000,4942.60000002,0,26982,High coupling,Weakly_desirable
18997,S,Odor neutralizer,A,S_B,B,S_B,,10000,1016.90000001,0,26982,High coupling,Weakly_desirable
18998,C,Mobility scooter,C_A,B,A,A,,10000,3207.09999999,0,26982,High coupling,Weakly_desirable
18999,P,Outdoor solar lights,B,P_A,A,B,,10000,423,0,26982,High coupling,Weakly_desirable
19000,C,Car vacuum,C_B,A,B,B,,10000,490.099999905,0,36592,Low coupling,Weakly_desirable
19001,F,Rechargeable AA batteries,A,B,C,C,,10000,493.199999809,0,36592,Low coupling,Weakly_desirable
19002,S,Pressure washer,S_A,A,B,S_A,,10000,805,0,36592,Low coupling,Weakly_desirable
19003,A,UV lamp,B,A,A_B,B,,10000,407.5,0,36592,Low coupling,Weakly_desirable
19004,P,Air purifier,P_A,A,B,A,,10000,784.699999809,0,36592,Low coupling,Weakly_desirable
19005,F,Automatic pet feeder,C,B,A,B,,10000,1061.89999962,0,36592,Low coupling,Weakly_desirable
19006,S,Vacuum,A,B,S_A,A,,10000,449.699999809,0,36592,Low coupling,Weakly_desirable
19007,P,Countertop blender,A,B,P_A,B,,10000,1396.0999999,0,36592,Low coupling,Weakly_desirable
19008,A,Slow cooker,A_A,B,A,B,,10000,407.300000191,0,36592,Low coupling,Weakly_desirable
19009,C,Mobility scooter,C_B,B,A,C_B,,10000,3150.0999999,0,36592,Low coupling,Weakly_desirable
19010,F,Baby rocker,C,B,A,C,,10000,553.799999714,0,36592,Low coupling,Weakly_desirable
19011,P,Outdoor solar lights,A,B,P_A,B,,10000,509.400000095,0,36592,Low coupling,Weakly_desirable
19012,S,Headlight bulbs,S_A,B,A,A,,10000,403.599999905,0,36592,Low coupling,Weakly_desirable
19013,A,Leaf Blower,A,B,A_B,B,,10000,556.599999905,0,36592,Low coupling,Weakly_desirable
19014,C,Lawn mower,B,C_A,A,C_A,,10000,404.699999809,0,36592,Low coupling,Weakly_desirable
19015,S,Baby high chair,B,S_A,A,S_A,,10000,3009.0999999,0,36592,Low coupling,Weakly_desirable
19016,A,Cloth diapers,B,A_A,A,B,,10000,423.600000381,0,36592,Low coupling,Weakly_desirable
19017,C,Insect repellent,C_A,A,B,C_A,,10000,3152.9000001,0,36592,Low coupling,Weakly_desirable
19018,P,Baby stroller,A,B,P_A,B,,10000,1119,0,36592,Low coupling,Weakly_desirable
19019,F,Kitchen Scale,B,C,A,C,,10000,385.200000286,0,36592,Low coupling,Weakly_desirable
19020,P,Solar panel system,A,B,P_A,B,,10000,992.900000095,0,36592,Low coupling,Weakly_desirable
19021,A,Tire inflator,B,A_A,A,B,,10000,444.5,0,36592,Low coupling,Weakly_desirable
19022,C,Baby crib,A,C_B,B,A,,10000,509.699999809,0,36592,Low coupling,Weakly_desirable
19023,F,Pepper spray,C,A,B,A,,10000,415.599999905,0,36592,Low coupling,Weakly_desirable
19024,S,Metal detector,S_A,A,B,B,,10000,590.399999619,0,36592,Low coupling,Weakly_desirable
19025,P,Paint sprayer,B,P_B,A,A,,10000,485.699999809,0,36592,Low coupling,Weakly_desirable
19026,C,Puree machine,C_A,B,A,A,,10000,506.899999619,0,36592,Low coupling,Weakly_desirable
19027,F,Electric kettle,A,C,B,C,,10000,379.700000286,0,36592,Low coupling,Weakly_desirable
19028,S,Air Fryer Oven,S_A,A,B,A,,10000,2738.5999999,0,36592,Low coupling,Weakly_desirable
19029,A,Smart bulb,A_B,B,A,B,,10000,377.599999905,0,36592,Low coupling,Weakly_desirable
19030,C,Smart lock,B,A,C_A,B,,10000,1697.89999962,0,36592,Low coupling,Weakly_desirable
19031,F,Protein powder,C,A,B,A,,10000,741.400000095,0,36592,Low coupling,Weakly_desirable
19032,A,Walker with seat,A,B,A_B,B,,10000,428.800000191,0,36592,Low coupling,Weakly_desirable
19033,P,Organic fertilizer,B,A,P_A,A,,10000,4632.30000019,0,36592,Low coupling,Weakly_desirable
19034,S,Night light,A,B,S_B,S_B,,10000,1171.69999981,0,36592,Low coupling,Weakly_desirable
19035,F,Garbage disposal,A,B,C,C,,10000,502,0,36592,Low coupling,Weakly_desirable
19036,C,White noise machine,A,C_B,B,B,,10000,489.5,0,36592,Low coupling,Weakly_desirable
19037,P,Dehumidifier,B,P_B,A,A,,10000,605.099999905,0,36592,Low coupling,Weakly_desirable
19038,S,Air mattress,S_A,A,B,A,,10000,3050.29999971,0,36592,Low coupling,Weakly_desirable
19039,A,Rash cream,A_A,A,B,A,,10000,793.200000286,0,36592,Low coupling,Weakly_desirable
19040,F,Fire extinguisher,A,B,C,C,,10000,459.200000286,0,36592,Low coupling,Weakly_desirable
19041,A,Clothes Steamer,A_B,B,A,B,,10000,445.900000095,0,36592,Low coupling,Weakly_desirable
19042,C,Pesticide,A,C_B,B,C_B,,10000,1041.19999981,0,36592,Low coupling,Weakly_desirable
19043,S,Security camera,A,S_A,B,A,,10000,425.199999809,0,36592,Low coupling,Weakly_desirable
19044,P,Wifi extender,P_A,A,B,A,,10000,1332.29999971,0,36592,Low coupling,Weakly_desirable
19045,S,Odor neutralizer,B,A,S_A,A,,10000,438,0,36592,Low coupling,Weakly_desirable
19046,A,Car seat,A,A_B,B,A,,10000,872.400000095,0,36592,Low coupling,Weakly_desirable
19047,P,Electric mop,A,B,P_B,B,,10000,566.700000286,0,36592,Low coupling,Weakly_desirable
19048,C,Water heater,A,B,C_B,A,,10000,733.200000286,0,36592,Low coupling,Weakly_desirable
19049,F,Outdoor TV antenna,A,B,C,C,,10000,641.799999714,0,36592,Low coupling,Weakly_desirable
19050,C,Car vacuum,B,A,C_A,A,,10000,382,0,36592,Low coupling,Weakly_desirable
19051,P,Air purifier,P_B,A,B,B,,10000,461.400000095,0,36592,Low coupling,Weakly_desirable
19052,S,Headlight bulbs,S_B,A,B,B,,10000,392.099999905,0,36592,Low coupling,Weakly_desirable
19053,F,Baby rocker,B,A,C,C,,10000,460.200000286,0,36592,Low coupling,Weakly_desirable
19054,A,Tire inflator,A_B,A,B,B,,10000,381.5,0,36592,Low coupling,Weakly_desirable
19055,F,Automatic pet feeder,C,B,A,C,,10000,848.900000095,0,36592,Low coupling,Weakly_desirable
19056,C,Insect repellent,C_B,B,A,C_B,,10000,2109.5,0,36592,Low coupling,Weakly_desirable
19057,P,Electric mop,P_A,A,B,B,,10000,1996.19999981,0,36592,Low coupling,Weakly_desirable
19058,S,Air mattress,B,S_B,A,A,,10000,919.099999905,0,36592,Low coupling,Weakly_desirable
19059,A,Smart bulb,A,A_A,B,A,,10000,1124.9000001,0,36592,Low coupling,Weakly_desirable
19060,C,Baby crib,B,C_A,A,A,,10000,472.5,0,36592,Low coupling,Weakly_desirable
19061,F,Protein powder,B,A,C,A,,10000,914.5,0,36592,Low coupling,Weakly_desirable
19062,S,Air Fryer Oven,B,A,S_B,B,,10000,489.799999714,0,36592,Low coupling,Weakly_desirable
19063,A,Leaf Blower,A,B,A_A,A,,10000,1398.9000001,0,36592,Low coupling,Weakly_desirable
19064,P,Baby stroller,P_B,B,A,B,,10000,611.800000191,0,36592,Low coupling,Weakly_desirable
19065,F,Wagon cart,B,A,C,C,,10000,2534.0999999,0,36592,Low coupling,Weakly_desirable
19066,A,Slow cooker,B,A,A_B,B,,10000,432.099999905,0,36592,Low coupling,Weakly_desirable
19067,S,Security camera,A,B,S_B,B,,10000,753.800000191,0,36592,Low coupling,Weakly_desirable
19068,P,Organic fertilizer,A,P_B,B,B,,10000,634.899999619,0,36592,Low coupling,Weakly_desirable
19069,C,White noise machine,A,B,C_A,A,,10000,538.300000191,0,36592,Low coupling,Weakly_desirable
19070,A,UV lamp,A_A,B,A,B,,10000,1352.79999971,0,36592,Low coupling,Weakly_desirable
19071,C,Water heater,A,C_A,B,A,,10000,479.5,0,36592,Low coupling,Weakly_desirable
19072,P,Dehumidifier,B,P_A,A,B,,10000,5507.79999971,1,36592,Low coupling,Weakly_desirable
19073,S,Metal detector,S_B,B,A,S_B,,10000,397.199999809,0,36592,Low coupling,Weakly_desirable
19074,F,Kitchen Scale,C,A,B,C,,10000,633.599999905,0,36592,Low coupling,Weakly_desirable
19075,C,Smart lock,A,C_B,B,B,,10000,530.200000286,0,36592,Low coupling,Weakly_desirable
19076,A,Rash cream,B,A,A_B,A_B,,10000,6792.79999971,1,36592,Low coupling,Weakly_desirable
19077,F,Rechargeable AA batteries,C,A,B,A,,10000,2758,0,36592,Low coupling,Weakly_desirable
19078,P,Wifi extender,P_B,B,A,A,,10000,456.099999905,0,36592,Low coupling,Weakly_desirable
19079,S,Odor neutralizer,S_B,B,A,B,,10000,3525.4000001,0,36592,Low coupling,Weakly_desirable
19080,A,Car seat,A_A,A,B,A,,10000,472.199999809,0,36592,Low coupling,Weakly_desirable
19081,P,Solar panel system,P_B,A,B,B,,10000,754.5,0,36592,Low coupling,Weakly_desirable
19082,S,Vacuum,A,B,S_B,S_B,,10000,647.5,0,36592,Low coupling,Weakly_desirable
19083,F,Pepper spray,C,B,A,A,,10000,1132.9000001,0,36592,Low coupling,Weakly_desirable
19084,C,Pesticide,C_A,A,B,A,,10000,479.800000191,0,36592,Low coupling,Weakly_desirable
19085,P,Outdoor solar lights,B,A,P_B,B,,10000,583.600000381,0,36592,Low coupling,Weakly_desirable
19086,F,Stun gun,B,A,C,C,,10000,461.900000095,0,36592,Low coupling,Weakly_desirable
19087,A,Walker with seat,A_A,B,A,B,,10000,3001.0999999,0,36592,Low coupling,Weakly_desirable
19088,C,Lawn mower,C_B,A,B,A,,10000,516.400000095,0,36592,Low coupling,Weakly_desirable
19089,S,Baby high chair,S_B,B,A,S_B,,10000,568.199999809,0,36592,Low coupling,Weakly_desirable
19090,F,Fire extinguisher,B,C,A,C,,10000,688.5,0,36592,Low coupling,Weakly_desirable
19091,C,Mobility scooter,A,C_A,B,A,,10000,1222.0999999,0,36592,Low coupling,Weakly_desirable
19092,A,Clothes Steamer,A,A_A,B,A,,10000,416.700000286,0,36592,Low coupling,Weakly_desirable
19093,S,Pressure washer,S_B,B,A,B,,10000,605.699999809,0,36592,Low coupling,Weakly_desirable
19094,P,Paint sprayer,P_A,A,B,A,,10000,425.099999905,0,36592,Low coupling,Weakly_desirable
19095,S,Night light,A,B,S_A,B,,10000,471.599999905,0,36592,Low coupling,Weakly_desirable
19096,A,Cloth diapers,B,A_B,A,B,,10000,466.900000095,0,36592,Low coupling,Weakly_desirable
19097,F,Electric kettle,B,A,C,C,,10000,3342.19999981,0,36592,Low coupling,Weakly_desirable
19098,C,Puree machine,B,A,C_B,B,,10000,444.400000095,0,36592,Low coupling,Weakly_desirable
19099,P,Countertop blender,P_B,A,B,A,,10000,548.599999905,0,36592,Low coupling,Weakly_desirable
19100,C,Water heater,C_B,A,B,B,,10000,1486.80000019,0,42234,Low coupling,Undesirable
19101,F,Cordless home phone,A,C,B,C,,10000,409.199999809,0,42234,Low coupling,Undesirable
19102,P,Outdoor solar lights,B,P_A,A,B,,10000,316.200000286,0,42234,Low coupling,Undesirable
19103,S,Metal detector,B,A,S_A,B,,10000,638,0,42234,Low coupling,Undesirable
19104,A,Rash cream,A_A,B,A,A,,10000,1454.30000019,0,42234,Low coupling,Undesirable
19105,F,Hearing aid,C,B,A,C,,10000,1468.4000001,0,42234,Low coupling,Undesirable
19106,C,Lawn mower,B,C_A,A,C_A,,10000,1650,0,42234,Low coupling,Undesirable
19107,P,Countertop blender,A,B,P_A,B,,10000,332.5,0,42234,Low coupling,Undesirable
19108,A,Walker with seat,B,A_B,A,B,,10000,3486,0,42234,Low coupling,Undesirable
19109,S,Night light,S_B,B,A,S_B,,10000,620.799999714,0,42234,Low coupling,Undesirable
19110,F,Fire extinguisher,C,B,A,C,,10000,1180.5,0,42234,Low coupling,Undesirable
19111,S,Air Fryer Oven,B,A,S_B,B,,10000,3966.19999981,0,42234,Low coupling,Undesirable
19112,C,White noise machine,C_A,A,B,A,,10000,2524,0,42234,Low coupling,Undesirable
19113,A,Tire inflator,A_B,B,A,B,,10000,1204.39999962,0,42234,Low coupling,Undesirable
19114,P,Electric mop,B,A,P_B,B,,10000,552,0,42234,Low coupling,Undesirable
19115,S,Air mattress,S_A,B,A,B,,10000,1253,0,42234,Low coupling,Undesirable
19116,P,Organic fertilizer,P_A,A,B,B,,10000,1272.20000029,0,42234,Low coupling,Undesirable
19117,F,Inflatable baby pool,A,B,C,C,,10000,1769.5,0,42234,Low coupling,Undesirable
19118,A,UV lamp,A,B,A_A,B,,10000,5075,1,42234,Low coupling,Undesirable
19119,C,Puree machine,C_A,A,B,A,,10000,2027.5,0,42234,Low coupling,Undesirable
