,Decoy,Item,Option_1,Option_2,Option_3,Choice,CatchTrials,Deliberation_RT,Choice_RT,Too_Slow,Survey_ID,CouplingCondition,PhantomCondition
23058,A,Car seat,A,A_A,B,A,,10000,1433.4,0,37439,Low coupling,Undesirable
23059,C,Insect repellent,C_A,B,A,B,,10000,747.9,0,37439,Low coupling,Undesirable
23060,C,Baby crib,B,A,C_B,A,,10000,928.0,0,37439,Low coupling,Undesirable
23061,F,Protein powder,B,A,C,C,,10000,611.8,0,37439,Low coupling,Undesirable
23062,A,Cloth diapers,A_A,A,B,A,,10000,430.3,0,37439,Low coupling,Undesirable
23063,P,Baby stroller,A,B,P_B,B,,10000,423.0,0,37439,Low coupling,Undesirable
23064,S,Odor neutralizer,B,A,S_B,B,,10000,2237.1,0,37439,Low coupling,Undesirable
23065,A,Clothes Steamer,A,A_A,B,A,,10000,674.0,0,37439,Low coupling,Undesirable
23066,F,LED strip lights,C,A,B,C,,10000,1863.7,0,37439,Low coupling,Undesirable
23067,C,Lawn mower,A,B,C_B,A,,10000,2262.0,0,37439,Low coupling,Undesirable
23068,P,Paint sprayer,B,A,P_A,A,,10000,637.100000001,0,37439,Low coupling,Undesirable
23069,S,Air mattress,S_B,A,B,S_B,,10000,1126.4,0,37439,Low coupling,Undesirable
23070,A,Walker with seat,A,A_A,B,A,,10000,471.3,0,37439,Low coupling,Undesirable
23071,P,Dehumidifier,B,A,P_A,A,,10000,366.699999999,0,37439,Low coupling,Undesirable
23072,C,Smart lock,B,C_A,A,B,,10000,694.100000001,0,37439,Low coupling,Undesirable
23073,S,Metal detector,S_B,A,B,A,,10000,656.0,0,37439,Low coupling,Undesirable
23074,F,Kitchen Scale,B,A,C,C,,10000,777.7,0,37439,Low coupling,Undesirable
23075,A,Tire inflator,B,A,A_A,A,,10000,547.2,0,37439,Low coupling,Undesirable
23076,S,Vacuum,S_A,B,A,A,,10000,620.600000001,0,37439,Low coupling,Undesirable
23077,F,Inflatable baby pool,A,B,C,C,,10000,678.3,0,37439,Low coupling,Undesirable
23078,P,Electric mop,A,B,P_B,B,,10000,586.2,0,37439,Low coupling,Undesirable
23079,C,Pesticide,A,C_B,B,B,,10000,1106.0,0,37439,Low coupling,Undesirable
23080,P,Organic fertilizer,B,P_B,A,B,,10000,480.8,0,37439,Low coupling,Undesirable
23081,F,Microwave,A,C,B,C,,10000,432.1,0,37439,Low coupling,Undesirable
23082,S,Headlight bulbs,S_A,A,B,S_A,,10000,701.7,0,37439,Low coupling,Undesirable
23083,C,Car vacuum,A,C_A,B,A,,10000,2165.8,0,37439,Low coupling,Undesirable
23084,A,Slow cooker,A_B,B,A,B,,10000,362.7,0,37439,Low coupling,Undesirable
23085,C,Puree machine,C_B,A,B,B,,10000,440.8,0,37439,Low coupling,Undesirable
23086,P,Solar panel system,B,P_A,A,B,,10000,348.699999999,0,37439,Low coupling,Undesirable
23087,A,Rash cream,A_A,A,B,B,,10000,486.0,0,37439,Low coupling,Undesirable
23088,F,Cordless home phone,B,C,A,C,,10000,411.6,0,37439,Low coupling,Undesirable
23089,S,Night light,A,B,S_B,A,,10000,1337.2,0,37439,Low coupling,Undesirable
23090,S,Air Fryer Oven,A,S_A,B,A,,10000,645.0,0,37439,Low coupling,Undesirable
23091,C,Water heater,C_A,A,B,A,,10000,674.4,0,37439,Low coupling,Undesirable
23092,A,Smart bulb,A_B,B,A,A,,10000,710.0,0,37439,Low coupling,Undesirable
23093,F,Garbage disposal,C,A,B,C,,10000,899.0,0,37439,Low coupling,Undesirable
23094,P,Countertop blender,B,P_A,A,B,,10000,391.899999999,0,37439,Low coupling,Undesirable
23095,C,Mobility scooter,B,C_B,A,C_B,,10000,476.8,0,37439,Low coupling,Undesirable
23096,S,Pressure washer,A,S_B,B,S_B,,10000,903.0,0,37439,Low coupling,Undesirable
23097,P,Outdoor solar lights,P_A,A,B,A,,10000,387.3,0,37439,Low coupling,Undesirable
23098,A,UV lamp,A,B,A_A,A,,10000,442.2,0,37439,Low coupling,Undesirable
23099,F,Baby rocker,A,B,C,C,,10000,662.3,0,37439,Low coupling,Undesirable
23400,S,Night light,A,S_B,B,A,,10000,517.699999999,0,41469,High coupling,Weakly_desirable
23401,P,Air purifier,B,P_B,A,B,,10000,3504.1,0,41469,High coupling,Weakly_desirable
23402,A,Tire inflator,A,A_B,B,B,,10000,689.0,0,41469,High coupling,Weakly_desirable
23403,F,Electric kettle,C,A,B,C,,10000,37.5,0,41469,High coupling,Weakly_desirable
23404,C,Baby crib,B,A,C_A,C_A,,10000,428.0,0,41469,High coupling,Weakly_desirable
23405,F,Microwave,A,B,C,C,,10000,544.899999999,0,41469,High coupling,Weakly_desirable
23406,C,Puree machine,C_B,B,A,B,,10000,386.699999999,0,41469,High coupling,Weakly_desirable
23407,P,Baby stroller,B,P_B,A,A,,10000,2295.5,0,41469,High coupling,Weakly_desirable
23408,A,Cloth diapers,B,A,A_A,A,,10000,3809.3,0,41469,High coupling,Weakly_desirable
23409,S,Metal detector,A,S_A,B,B,,10000,307.0,0,41469,High coupling,Weakly_desirable
23410,C,Pesticide,C_B,A,B,A,,10000,830.800000001,0,41469,High coupling,Weakly_desirable
23411,F,Rechargeable AA batteries,A,B,C,B,,10000,494.199999999,0,41469,High coupling,Weakly_desirable
23412,P,Countertop blender,A,B,P_A,A,,10000,330.0,0,41469,High coupling,Weakly_desirable
23413,S,Air Fryer Oven,S_B,B,A,A,,10000,1317.0,0,41469,High coupling,Weakly_desirable
23414,A,Smart bulb,A_B,A,B,B,,10000,287.0,0,41469,High coupling,Weakly_desirable
23415,P,Organic fertilizer,P_B,B,A,B,,10000,283.399999999,0,41469,High coupling,Weakly_desirable
23416,C,Mobility scooter,A,C_B,B,B,,10000,445.800000001,0,41469,High coupling,Weakly_desirable
23417,A,Leaf Blower,A_B,B,A,A,,10000,1022.3,0,41469,High coupling,Weakly_desirable
23418,S,Security camera,S_B,B,A,B,,10000,496.799999997,0,41469,High coupling,Weakly_desirable
23419,F,Megaphone,A,B,C,C,,10000,323.699999999,0,41469,High coupling,Weakly_desirable
23420,A,Slow cooker,B,A_A,A,B,,10000,883.600000001,0,41469,High coupling,Weakly_desirable
23421,S,Air mattress,A,B,S_B,S_B,,10000,486.400000002,0,41469,High coupling,Weakly_desirable
23422,C,Lawn mower,B,A,C_B,A,,10000,1194.6,0,41469,High coupling,Weakly_desirable
23423,F,Pepper spray,C,B,A,B,,10000,949.5,0,41469,High coupling,Weakly_desirable
23424,P,Paint sprayer,A,B,P_A,A,,10000,569.600000001,0,41469,High coupling,Weakly_desirable
23425,S,Vacuum,B,S_B,A,S_B,,10000,1547.1,0,41469,High coupling,Weakly_desirable
23426,F,Cordless home phone,A,C,B,C,,10000,370.699999999,0,41469,High coupling,Weakly_desirable
23427,P,Solar panel system,B,A,P_B,B,,10000,1141.2,0,41469,High coupling,Weakly_desirable
23428,A,Car seat,B,A_A,A,A,,10000,1053.2,0,41469,High coupling,Weakly_desirable
23429,C,White noise machine,A,C_B,B,C_B,,10000,538.899999999,0,41469,High coupling,Weakly_desirable
23430,C,Smart lock,C_A,B,A,A,,10000,936.599999998,0,41469,High coupling,Weakly_desirable
23431,S,Pressure washer,S_B,A,B,B,,10000,427.199999999,0,41469,High coupling,Weakly_desirable
23432,A,Clothes Steamer,A_B,A,B,A,,10000,352.199999999,0,41469,High coupling,Weakly_desirable
23433,P,Wifi extender,B,A,P_B,A,,10000,521.199999999,0,41469,High coupling,Weakly_desirable
23434,F,Outdoor TV antenna,B,C,A,C,,10000,462.699999999,0,41469,High coupling,Weakly_desirable
23435,S,Baby high chair,A,S_A,B,B,,10000,312.300000001,0,41469,High coupling,Weakly_desirable
23436,F,Baby rocker,A,C,B,C,,10000,459.800000001,0,41469,High coupling,Weakly_desirable
23437,C,Car vacuum,C_A,B,A,A,,10000,474.900000002,0,41469,High coupling,Weakly_desirable
23438,P,Dehumidifier,P_A,A,B,A,,10000,549.400000002,0,41469,High coupling,Weakly_desirable
23439,A,UV lamp,B,A_B,A,A_B,,10000,315.099999998,0,41469,High coupling,Weakly_desirable
23440,F,Wagon cart,C,A,B,C,,10000,404.400000002,0,41469,High coupling,Weakly_desirable
23441,C,Insect repellent,A,C_A,B,B,,10000,582.699999999,0,41469,High coupling,Weakly_desirable
23442,P,Electric mop,P_B,B,A,A,,10000,710.299999997,0,41469,High coupling,Weakly_desirable
23443,A,Walker with seat,A,B,A_B,B,,10000,1112.3,0,41469,High coupling,Weakly_desirable
23444,S,Headlight bulbs,B,S_B,A,B,,10000,457.0,0,41469,High coupling,Weakly_desirable
23445,F,Fire extinguisher,B,C,A,C,,10000,514.300000001,0,41469,High coupling,Weakly_desirable
23446,S,Odor neutralizer,S_A,A,B,A,,10000,518.0,0,41469,High coupling,Weakly_desirable
23447,C,Water heater,C_A,A,B,C_A,,10000,599.300000001,0,41469,High coupling,Weakly_desirable
23448,A,Rash cream,B,A_A,A,B,,10000,297.100000001,0,41469,High coupling,Weakly_desirable
23449,P,Outdoor solar lights,B,A,P_A,A,,10000,1323.5,0,41469,High coupling,Weakly_desirable
23450,P,Dehumidifier,P_B,B,A,A,,10000,939.0,0,41469,High coupling,Weakly_desirable
23451,A,UV lamp,A,B,A_A,A,,10000,522.699999999,0,41469,High coupling,Weakly_desirable
23452,S,Baby high chair,A,B,S_B,S_B,,10000,625.100000001,0,41469,High coupling,Weakly_desirable
23453,F,Cordless home phone,A,C,B,C,,10000,329.399999999,0,41469,High coupling,Weakly_desirable
23454,C,Pesticide,C_A,A,B,A,,10000,335.0,0,41469,High coupling,Weakly_desirable
23455,P,Air purifier,A,B,P_A,B,,10000,332.399999999,0,41469,High coupling,Weakly_desirable
23456,A,Slow cooker,A,A_B,B,B,,10000,301.399999999,0,41469,High coupling,Weakly_desirable
23457,C,Smart lock,A,B,C_B,A,,10000,354.199999999,0,41469,High coupling,Weakly_desirable
23458,S,Air mattress,A,S_A,B,S_A,,10000,326.400000002,0,41469,High coupling,Weakly_desirable
23459,F,Outdoor TV antenna,A,C,B,C,,10000,245.200000003,0,41469,High coupling,Weakly_desirable
23460,A,Clothes Steamer,B,A,A_A,A,,10000,404.399999999,0,41469,High coupling,Weakly_desirable
23461,P,Countertop blender,P_B,B,A,A,,10000,318.300000001,0,41469,High coupling,Weakly_desirable
23462,C,Baby crib,C_B,A,B,A,,10000,387.800000001,0,41469,High coupling,Weakly_desirable
23463,F,Garbage disposal,A,B,C,C,,10000,516.799999997,0,41469,High coupling,Weakly_desirable
23464,S,Air Fryer Oven,B,A,S_A,A,,10000,661.5,0,41469,High coupling,Weakly_desirable
23465,A,Walker with seat,A,B,A_A,B,,10000,330.699999999,0,41469,High coupling,Weakly_desirable
23466,F,Fire extinguisher,B,C,A,C,,10000,428.0,0,41469,High coupling,Weakly_desirable
23467,S,Metal detector,S_B,A,B,S_B,,10000,41.1999999993,0,41469,High coupling,Weakly_desirable
23468,C,Car vacuum,A,C_B,B,B,,10000,411.199999999,0,41469,High coupling,Weakly_desirable
23469,P,Outdoor solar lights,A,B,P_B,A,,10000,456.899999999,0,41469,High coupling,Weakly_desirable
23470,F,Baby rocker,C,B,A,C,,10000,632.100000001,0,41469,High coupling,Weakly_desirable
23471,C,Puree machine,B,C_A,A,A,,10000,395.5,0,41469,High coupling,Weakly_desirable
23472,S,Vacuum,A,S_A,B,A,,10000,406.699999999,0,41469,High coupling,Weakly_desirable
23473,A,Cloth diapers,A,A_B,B,B,,10000,435.699999999,0,41469,High coupling,Weakly_desirable
23474,P,Paint sprayer,P_B,B,A,A,,10000,347.0,0,41469,High coupling,Weakly_desirable
23475,F,Inflatable baby pool,C,B,A,C,,10000,486.399999999,0,41469,High coupling,Weakly_desirable
23476,P,Wifi extender,B,A,P_A,A,,10000,335.0,0,41469,High coupling,Weakly_desirable
23477,A,Smart bulb,B,A,A_A,B,,10000,271.800000001,0,41469,High coupling,Weakly_desirable
23478,C,Insect repellent,B,C_B,A,B,,10000,1049.5,0,41469,High coupling,Weakly_desirable
23479,S,Headlight bulbs,B,S_A,A,B,,10000,947.699999999,0,41469,High coupling,Weakly_desirable
23480,C,Water heater,C_B,B,A,B,,10000,422.800000001,0,41469,High coupling,Weakly_desirable
23481,P,Organic fertilizer,P_A,B,A,B,,10000,336.5,0,41469,High coupling,Weakly_desirable
23482,S,Odor neutralizer,A,B,S_B,A,,10000,604.300000001,0,41469,High coupling,Weakly_desirable
23483,F,Megaphone,A,C,B,A,,10000,961.899999999,0,41469,High coupling,Weakly_desirable
23484,A,Rash cream,B,A,A_B,B,,10000,264.599999998,0,41469,High coupling,Weakly_desirable
23485,F,Wagon cart,C,A,B,C,,10000,698.699999999,0,41469,High coupling,Weakly_desirable
23486,P,Electric mop,A,P_A,B,B,,10000,418.5,0,41469,High coupling,Weakly_desirable
23487,A,Car seat,A,B,A_B,A,,10000,393.300000001,0,41469,High coupling,Weakly_desirable
23488,S,Security camera,A,S_A,B,A,,10000,594.800000001,0,41469,High coupling,Weakly_desirable
23489,C,Lawn mower,A,C_A,B,B,,10000,446.400000002,0,41469,High coupling,Weakly_desirable
23490,P,Solar panel system,B,P_A,A,B,,10000,572.600000001,0,41469,High coupling,Weakly_desirable
23491,S,Night light,A,B,S_A,S_A,,10000,1606.9,0,41469,High coupling,Weakly_desirable
23492,A,Tire inflator,A_A,B,A,B,,10000,497.300000001,0,41469,High coupling,Weakly_desirable
23493,F,Microwave,C,A,B,C,,10000,294.5,0,41469,High coupling,Weakly_desirable
23494,C,White noise machine,A,C_A,B,B,,10000,559.5,0,41469,High coupling,Weakly_desirable
23495,A,Leaf Blower,A,B,A_A,A,,10000,568.899999999,0,41469,High coupling,Weakly_desirable
23496,P,Baby stroller,P_A,A,B,B,,10000,657.800000001,0,41469,High coupling,Weakly_desirable
23497,S,Pressure washer,A,S_A,B,A,,10000,1602.4,0,41469,High coupling,Weakly_desirable
23498,F,Rechargeable AA batteries,C,A,B,A,,10000,1435.5,0,41469,High coupling,Weakly_desirable
23499,C,Mobility scooter,B,C_A,A,B,,10000,334.399999999,0,41469,High coupling,Weakly_desirable
23500,A,Rash cream,B,A,A_B,A_B,,10000,1578.80000001,0,39463,High coupling,Highly_desirable
23501,S,Night light,A,B,S_A,B,,10000,2964.19999999,0,39463,High coupling,Highly_desirable
23502,C,Water heater,A,B,C_A,B,,10000,3390.39999998,0,39463,High coupling,Highly_desirable
23503,F,Microwave,C,A,B,A,,10000,3328.80000001,0,39463,High coupling,Highly_desirable
23504,P,Electric mop,P_A,B,A,B,,10000,1699.29999995,0,39463,High coupling,Highly_desirable
23505,C,Puree machine,A,B,C_A,B,,10000,4300.10000002,0,39463,High coupling,Highly_desirable
23506,S,Air mattress,S_B,B,A,B,,10000,1433.60000002,0,39463,High coupling,Highly_desirable
23507,P,Countertop blender,P_B,A,B,B,,10000,1178.0,0,39463,High coupling,Highly_desirable
23508,A,UV lamp,A,B,A_A,A,,10000,1207.59999996,0,39463,High coupling,Highly_desirable
23509,F,Wagon cart,A,C,B,C,,10000,304.699999988,0,39463,High coupling,Highly_desirable
23510,P,Air purifier,B,P_A,A,B,,10000,2751.0,0,39463,High coupling,Highly_desirable
23511,F,Megaphone,C,B,A,C,,10000,303.100000024,0,39463,High coupling,Highly_desirable
23512,A,Cloth diapers,A_B,B,A,B,,10000,5070.59999996,1,39463,High coupling,Highly_desirable
23513,C,Insect repellent,B,A,C_B,B,,10000,1740.5,0,39463,High coupling,Highly_desirable
23514,S,Headlight bulbs,S_A,A,B,A,,10000,3088.40000004,0,39463,High coupling,Highly_desirable
23515,P,Paint sprayer,B,A,P_B,B,,10000,446.199999988,0,39463,High coupling,Highly_desirable
23516,F,Thermometer gun,A,B,C,C,,10000,486.5,0,39463,High coupling,Highly_desirable
23517,S,Odor neutralizer,S_B,B,A,B,,10000,3425.0,0,39463,High coupling,Highly_desirable
23518,C,Car vacuum,B,A,C_B,B,,10000,3100.5,0,39463,High coupling,Highly_desirable
23519,A,Walker with seat,A,A_A,B,A,,10000,4440.19999999,0,39463,High coupling,Highly_desirable
23520,C,Lawn mower,B,C_B,A,B,,10000,605.200000048,0,39463,High coupling,Highly_desirable
23521,P,Outdoor solar lights,A,P_A,B,B,,10000,806.0,0,39463,High coupling,Highly_desirable
23522,A,Tire inflator,B,A_B,A,B,,10000,4950.19999999,0,39463,High coupling,Highly_desirable
23523,S,Vacuum,A,B,S_A,B,,10000,3783.90000004,0,39463,High coupling,Highly_desirable
23524,F,Fire extinguisher,A,C,B,C,,10000,4838.80000001,0,39463,High coupling,Highly_desirable
23525,P,Dehumidifier,B,A,P_B,A,,10000,3937.40000004,0,39463,High coupling,Highly_desirable
23526,A,Car seat,A_B,B,A,B,,10000,477.699999988,0,39463,High coupling,Highly_desirable
23527,S,Metal detector,A,S_B,B,S_B,,10000,1287.19999999,0,39463,High coupling,Highly_desirable
23528,C,Mobility scooter,A,B,C_B,A,,10000,1912.60000002,0,39463,High coupling,Highly_desirable
23529,F,Baby rocker,B,C,A,C,,10000,301.699999988,0,39463,High coupling,Highly_desirable
23530,C,Smart lock,C_A,A,B,C_A,,10000,4440.70000005,0,39463,High coupling,Highly_desirable
23531,F,Hearing aid,B,A,C,A,,10000,1813.69999999,0,39463,High coupling,Highly_desirable
23532,P,Organic fertilizer,A,P_B,B,A,,10000,309.300000012,0,39463,High coupling,Highly_desirable
23533,S,Baby high chair,B,A,S_A,B,,10000,1439.09999996,0,39463,High coupling,Highly_desirable
23534,A,Clothes Steamer,B,A_A,A,A,,10000,1343.59999996,0,39463,High coupling,Highly_desirable
23535,C,White noise machine,A,C_A,B,A,,10000,989.399999976,0,39463,High coupling,Highly_desirable
23536,F,LED strip lights,B,C,A,C,,10000,1134.40000004,0,39463,High coupling,Highly_desirable
23537,P,Solar panel system,B,P_B,A,B,,10000,1588.5,0,39463,High coupling,Highly_desirable
23538,S,Air Fryer Oven,B,S_A,A,A,,10000,759.5,0,39463,High coupling,Highly_desirable
23539,A,Leaf Blower,B,A,A_B,B,,10000,3200.40000004,0,39463,High coupling,Highly_desirable
23540,C,Baby crib,B,A,C_A,A,,10000,743.399999976,0,39463,High coupling,Highly_desirable
23541,S,Security camera,A,S_A,B,B,,10000,1032.60000002,0,39463,High coupling,Highly_desirable
23542,P,Wifi extender,P_A,A,B,B,,10000,1428.90000004,0,39463,High coupling,Highly_desirable
23543,F,Pepper spray,C,B,A,C,,10000,345.100000024,0,39463,High coupling,Highly_desirable
23544,A,Slow cooker,B,A_B,A,B,,10000,309.599999964,0,39463,High coupling,Highly_desirable
23545,C,Pesticide,C_A,B,A,B,,10000,1566.5,0,39463,High coupling,Highly_desirable
23546,A,Smart bulb,A,B,A_B,B,,10000,2646.40000004,0,39463,High coupling,Highly_desirable
23547,P,Baby stroller,P_A,B,A,A,,10000,592.300000012,0,39463,High coupling,Highly_desirable
23548,S,Pressure washer,A,B,S_A,A,,10000,205.699999988,0,39463,High coupling,Highly_desirable
23549,F,Garbage disposal,C,B,A,C,,10000,568.100000024,0,39463,High coupling,Highly_desirable
23550,C,Lawn mower,C_A,A,B,A,,10000,2476.69999999,0,39463,High coupling,Highly_desirable
23551,P,Organic fertilizer,B,P_A,A,A,,10000,853.900000036,0,39463,High coupling,Highly_desirable
23552,A,Smart bulb,A,A_A,B,A,,10000,2602.59999996,0,39463,High coupling,Highly_desirable
23553,F,Alarm clock,C,B,A,C,,10000,1283.0,0,39463,High coupling,Highly_desirable
23554,S,Odor neutralizer,S_A,B,A,B,,10000,696.899999976,0,39463,High coupling,Highly_desirable
23555,P,Paint sprayer,P_A,A,B,B,,10000,3998.09999996,0,39463,High coupling,Highly_desirable
23556,F,Fire extinguisher,A,C,B,C,,10000,429.899999976,0,39463,High coupling,Highly_desirable
23557,A,UV lamp,B,A_B,A,B,,10000,5393.0,1,39463,High coupling,Highly_desirable
23558,S,Pressure washer,B,A,S_B,B,,10000,336.699999988,0,39463,High coupling,Highly_desirable
23559,C,Car vacuum,A,B,C_A,A,,10000,670.899999976,0,39463,High coupling,Highly_desirable
23560,P,Dehumidifier,B,A,P_A,B,,10000,329.900000036,0,39463,High coupling,Highly_desirable
23561,F,LED strip lights,C,A,B,C,,10000,434.100000024,0,39463,High coupling,Highly_desirable
23562,S,Baby high chair,A,B,S_B,A,,10000,1637.30000001,0,39463,High coupling,Highly_desirable
23563,C,Water heater,C_B,A,B,A,,10000,2306.10000002,0,39463,High coupling,Highly_desirable
23564,A,Walker with seat,B,A_B,A,B,,10000,353.099999964,0,39463,High coupling,Highly_desirable
23565,A,Leaf Blower,B,A_A,A,A,,10000,1306.10000002,0,39463,High coupling,Highly_desirable
23566,S,Headlight bulbs,B,S_B,A,B,,10000,1537.10000002,0,39463,High coupling,Highly_desirable
23567,F,Thermometer gun,A,B,C,C,,10000,1286.90000004,0,39463,High coupling,Highly_desirable
23568,P,Countertop blender,P_A,B,A,A,,10000,153.400000036,0,39463,High coupling,Highly_desirable
23569,C,White noise machine,B,A,C_B,B,,10000,999.199999988,0,39463,High coupling,Highly_desirable
23570,P,Air purifier,A,B,P_B,B,,10000,333.199999988,0,39463,High coupling,Highly_desirable
23571,F,Baby rocker,A,C,B,C,,10000,319.199999988,0,39463,High coupling,Highly_desirable
23572,C,Pesticide,B,A,C_B,B,,10000,433.100000024,0,39463,High coupling,Highly_desirable
23573,A,Car seat,A_A,A,B,A,,10000,365.400000036,0,39463,High coupling,Highly_desirable
23574,S,Air mattress,S_A,A,B,A,,10000,2688.60000002,0,39463,High coupling,Highly_desirable
23575,A,Clothes Steamer,A,A_B,B,B,,10000,254.600000024,0,39463,High coupling,Highly_desirable
23576,P,Electric mop,P_B,B,A,B,,10000,2009.69999999,0,39463,High coupling,Highly_desirable
23577,F,Pepper spray,C,A,B,C,,10000,4203.10000002,0,39463,High coupling,Highly_desirable
23578,C,Smart lock,C_B,A,B,A,,10000,2337.10000002,0,39463,High coupling,Highly_desirable
23579,S,Night light,B,A,S_B,B,,10000,287.399999976,0,39463,High coupling,Highly_desirable
23580,F,Garbage disposal,A,B,C,A,,10000,3141.90000004,0,39463,High coupling,Highly_desirable
23581,C,Baby crib,C_B,A,B,A,,10000,4031.39999998,0,39463,High coupling,Highly_desirable
23582,A,Slow cooker,B,A_A,A,B,,10000,2486.89999998,0,39463,High coupling,Highly_desirable
23583,P,Solar panel system,B,P_A,A,B,,10000,819.399999976,0,39463,High coupling,Highly_desirable
23584,S,Air Fryer Oven,B,A,S_B,A,,10000,479.900000036,0,39463,High coupling,Highly_desirable
23585,S,Vacuum,A,S_B,B,S_B,,10000,4796.29999995,0,39463,High coupling,Highly_desirable
23586,C,Puree machine,B,C_B,A,B,,10000,258.100000024,0,39463,High coupling,Highly_desirable
23587,A,Cloth diapers,A,B,A_A,A,,10000,3293.59999996,0,39463,High coupling,Highly_desirable
23588,P,Wifi extender,B,A,P_B,B,,10000,2813.19999999,0,39463,High coupling,Highly_desirable
23589,F,Cordless home phone,B,C,A,C,,10000,1640.09999996,0,39463,High coupling,Highly_desirable
23590,S,Security camera,S_B,A,B,B,,10000,1858.10000002,0,39463,High coupling,Highly_desirable
23591,A,Tire inflator,A,B,A_A,B,,10000,337.0,0,39463,High coupling,Highly_desirable
23592,F,Hearing aid,A,C,B,A,,10000,373.300000012,0,39463,High coupling,Highly_desirable
23593,P,Baby stroller,P_B,A,B,B,,10000,1348.29999995,0,39463,High coupling,Highly_desirable
23594,C,Insect repellent,B,A,C_A,A,,10000,2511.19999999,0,39463,High coupling,Highly_desirable
23595,A,Rash cream,A_A,A,B,A,,10000,2601.5,0,39463,High coupling,Highly_desirable
23596,P,Outdoor solar lights,B,A,P_B,B,,10000,385.0,0,39463,High coupling,Highly_desirable
23597,S,Metal detector,B,S_A,A,S_A,,10000,5207.30000001,1,39463,High coupling,Highly_desirable
23598,C,Mobility scooter,A,B,C_A,A,,10000,696.300000012,0,39463,High coupling,Highly_desirable
23599,F,Microwave,A,C,B,C,,10000,313.5,0,39463,High coupling,Highly_desirable
23600,S,Metal detector,S_B,B,A,B,,10000,337.100000024,0,41840,Low coupling,Highly_desirable
23601,A,Walker with seat,A,B,A_B,B,,10000,309.700000048,0,41840,Low coupling,Highly_desirable
23602,F,Cordless home phone,B,C,A,C,,10000,319.799999952,0,41840,Low coupling,Highly_desirable
23603,P,Countertop blender,P_B,A,B,A,,10000,330.100000024,0,41840,Low coupling,Highly_desirable
23604,C,Puree machine,B,A,C_B,B,,10000,332.399999976,0,41840,Low coupling,Highly_desirable
23605,F,Fire extinguisher,C,A,B,C,,10000,606.700000048,0,41840,Low coupling,Highly_desirable
23606,C,Insect repellent,C_B,A,B,B,,10000,343.199999928,0,41840,Low coupling,Highly_desirable
23607,P,Solar panel system,B,A,P_B,B,,10000,328.799999952,0,41840,Low coupling,Highly_desirable
23608,A,Leaf Blower,A_A,B,A,A,,10000,321.0,0,41840,Low coupling,Highly_desirable
23609,S,Pressure washer,A,B,S_A,A,,10000,296.400000095,0,41840,Low coupling,Highly_desirable
23610,C,Car vacuum,A,C_B,B,B,,10000,388.799999952,0,41840,Low coupling,Highly_desirable
23611,A,UV lamp,B,A,A_B,B,,10000,303.899999976,0,41840,Low coupling,Highly_desirable
23612,F,Hearing aid,C,A,B,C,,10000,354.299999952,0,41840,Low coupling,Highly_desirable
23613,P,Wifi extender,B,P_B,A,B,,10000,298.299999952,0,41840,Low coupling,Highly_desirable
23614,S,Baby high chair,B,S_A,A,B,,10000,349.399999976,0,41840,Low coupling,Highly_desirable
23615,A,Smart bulb,B,A,A_A,A,,10000,312.0,0,41840,Low coupling,Highly_desirable
23616,S,Headlight bulbs,B,S_A,A,A,,10000,328.5,0,41840,Low coupling,Highly_desirable
23617,C,Water heater,C_B,A,B,B,,10000,342.099999905,0,41840,Low coupling,Highly_desirable
23618,P,Air purifier,B,P_A,A,B,,10000,306.200000048,0,41840,Low coupling,Highly_desirable
23619,F,Electric kettle,A,B,C,C,,10000,332.5,0,41840,Low coupling,Highly_desirable
23620,F,Microwave,A,C,B,C,,10000,320.600000024,0,41840,Low coupling,Highly_desirable
23621,C,Lawn mower,B,C_B,A,B,,10000,336.699999928,0,41840,Low coupling,Highly_desirable
23622,A,Car seat,A_A,B,A,A,,10000,315.5,0,41840,Low coupling,Highly_desirable
23623,S,Odor neutralizer,S_B,A,B,B,,10000,336.100000024,0,41840,Low coupling,Highly_desirable
23624,P,Paint sprayer,A,B,P_A,A,,10000,319.5,0,41840,Low coupling,Highly_desirable
23625,A,Slow cooker,A,A_B,B,B,,10000,304.100000024,0,41840,Low coupling,Highly_desirable
23626,F,Wagon cart,C,A,B,C,,10000,304.399999976,0,41840,Low coupling,Highly_desirable
23627,C,Baby crib,C_B,A,B,C_B,,10000,347.600000024,0,41840,Low coupling,Highly_desirable
23628,S,Air Fryer Oven,A,S_B,B,A,,10000,371.100000024,0,41840,Low coupling,Highly_desirable
23629,P,Organic fertilizer,B,A,P_A,A,,10000,974.399999976,0,41840,Low coupling,Highly_desirable
23630,A,Rash cream,A,A_A,B,A,,10000,3530.4000001,0,41840,Low coupling,Highly_desirable
23631,S,Air mattress,B,A,S_B,B,,10000,314.899999976,0,41840,Low coupling,Highly_desirable
23632,F,Alarm clock,C,A,B,C,,10000,323.200000048,0,41840,Low coupling,Highly_desirable
23633,P,Electric mop,P_B,B,A,B,,10000,280.0,0,41840,Low coupling,Highly_desirable
23634,C,Mobility scooter,C_A,A,B,A,,10000,614.0,0,41840,Low coupling,Highly_desirable
23635,C,Pesticide,C_A,B,A,A,,10000,354.399999976,0,41840,Low coupling,Highly_desirable
23636,P,Dehumidifier,P_B,B,A,A,,10000,379.700000048,0,41840,Low coupling,Highly_desirable
